slug,category,filename,aspect,prompt
croquetas-de-pollo-y-brocoli,cena,receta-croquetas-de-pollo-y-brocoli.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Croquetas de pollo y brócoli sin huevo, con brócoli, muslos de pollo, harina de garbanzo, servido de forma apetitosa y natural"
croquetas-de-verduras-al-horno,almuerzo,receta-croquetas-de-verduras-al-horno.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Croquetas de Verduras al Horno, con zanahoria, calabacita, papa, servido de forma apetitosa y natural"
cuadritos-blandos-de-huevo-avena-y-calabacita,colacion,receta-cuadritos-blandos-de-huevo-avena-y-calabacita.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Cuadritos Blandos de Huevo, Avena y Calabacita, con huevo, calabacita, hojuelas de avena, servido de forma apetitosa y natural"
cupcakes-de-naranja,postre,receta-cupcakes-de-naranja.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Cupcakes de Naranja, con harina de avena, harina de arroz, huevo, servido de forma apetitosa y natural"
cuscus-con-pollo-y-verduras,almuerzo,receta-cuscus-con-pollo-y-verduras.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Cuscús con Pollo y Verduras, con cuscús, pechuga de pollo, pimiento rojo, servido de forma apetitosa y natural"
deditos-de-pescado-empanizados,lonchera,receta-deditos-de-pescado-empanizados.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Deditos de Pescado Empanizados, con filete de pescado blanco, huevo, pan rallado, servido de forma apetitosa y natural"
dedos-blandos-de-lenteja-y-calabaza,colacion,receta-dedos-blandos-de-lenteja-y-calabaza.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Dedos Blandos de Lenteja y Calabaza, con lentejas rojas secas, calabaza, hojuelas de avena molidas, servido de forma apetitosa y natural"
donas-caseras,postre,receta-donas-caseras.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Donas Caseras, con harina de trigo, levadura seca, azúcar, servido de forma apetitosa y natural"
dulce-de-guayaba,postre,receta-dulce-de-guayaba.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Dulce de Guayaba en Pasta, con guayaba, azúcar morena, canela en rama, servido de forma apetitosa y natural"
dulcecito-de-camote-y-canela,postre,receta-dulcecito-de-camote-y-canela.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Dulcecito de Camote y Canela, con camote, leche materna o fórmula, canela en polvo, servido de forma apetitosa y natural"
empanadas-de-atun,lonchera,receta-empanadas-de-atun.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Empanadas de Atún, con harina de trigo, mantequilla fría, atún en conserva, servido de forma apetitosa y natural"
enrollado-de-garbanzos-y-zanahoria,cena,receta-enrollado-de-garbanzos-y-zanahoria.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Enrollado de Garbanzos y Zanahoria, con garbanzos cocidos, tortillas de trigo, zanahoria, servido de forma apetitosa y natural"
ensalada-de-frutas-de-invierno,colacion,receta-ensalada-de-frutas-de-invierno.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Ensalada de Frutas de Invierno, con manzana, pera, plátano, servido de forma apetitosa y natural"
ensalada-de-lentejas-con-pollo,almuerzo,receta-ensalada-de-lentejas-con-pollo.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Ensalada de Lentejas con Pollo, con lentejas cocidas, pechuga de pollo, tomate, servido de forma apetitosa y natural"
ensalada-de-quinua-y-garbanzos,almuerzo,receta-ensalada-de-quinua-y-garbanzos.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Ensalada de Quinua y Garbanzos, con quinua cocida, garbanzos cocidos, brócoli, servido de forma apetitosa y natural"
ensalada-dulce,lonchera,receta-ensalada-dulce.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Ensalada Dulce, con yogur griego natural, lechuga, remolacha, servido de forma apetitosa y natural"
espaguetis-carbonara-blw,cena,receta-espaguetis-carbonara-blw.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Espaguetis a la carbonara BLW sin huevo, con espaguetis integrales, calabacín, queso rallado, servido de forma apetitosa y natural"
espaguetis-de-calabacita-con-tomate,cena,receta-espaguetis-de-calabacita-con-tomate.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Espaguetis de Calabacita con Tomate, con calabacita, tomate triturado, queso rallado, servido de forma apetitosa y natural"
estofado-de-pollo-y-verduras,almuerzo,receta-estofado-de-pollo-y-verduras.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Estofado de Pollo y Verduras, con pechuga de pollo, zanahoria, papa, servido de forma apetitosa y natural"
filetes-de-merluza-al-limon,cena,receta-filetes-de-merluza-al-limon.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Filetes de Merluza al Limón, con filetes de merluza, servido de forma apetitosa y natural"
flan-suave-de-platano,postre,receta-flan-suave-de-platano.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción individual pequeña en recipiente infantil, presentación sencilla sin decoración excesiva. PLATILLO: Flan Suave de Plátano, con plátano, leche entera, huevo, servido de forma apetitosa y natural"
frijoles-blancos-con-costillas-de-cerdo,almuerzo,receta-frijoles-blancos-con-costillas-de-cerdo.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Frijoles Blancos con Costillas de Cerdo, con frijoles blancos cocidos, costilla de cerdo, servido de forma apetitosa y natural"
frutero-del-recreo,lonchera,receta-frutero-del-recreo.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Frutero del Recreo, con mandarina, manzana, uvas sin semilla, servido de forma apetitosa y natural"
galletas-clasicas-de-avena-y-platano,colacion,receta-galletas-clasicas-de-avena-y-platano.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Galletas clásicas de avena y plátano, con harina de avena, puré de plátano maduro, servido de forma apetitosa y natural"
galletas-de-almendra-y-miel,colacion,receta-galletas-de-almendra-y-miel.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Galletas de Almendra y Miel, con harina de almendras, harina de avena, huevo, servido de forma apetitosa y natural"
galletas-de-avena-y-manzana-sin-huevo,colacion,receta-galletas-de-avena-y-manzana-sin-huevo.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Galletas de avena y manzana (sin huevo), con harina de avena, puré de manzana, servido de forma apetitosa y natural"
galletas-de-avena-y-manzana,colacion,receta-galletas-de-avena-y-manzana.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Galletas de Avena y Manzana, con manzana, harina de avena, hojuelas de avena, servido de forma apetitosa y natural"
galletas-de-chocolate,colacion,receta-galletas-de-chocolate.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Galletas de Chocolate, con harina de almendras, cacao en polvo sin azúcar, mantequilla de maní, servido de forma apetitosa y natural"
galletas-de-coco,colacion,receta-galletas-de-coco.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Galletas de Coco, con plátano, huevo, coco deshidratado sin azúcar, servido de forma apetitosa y natural"
galletas-rellenas-de-ciruela-pasa,lonchera,receta-galletas-rellenas-de-ciruela-pasa.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servido dentro de un compartimento de lonchera bento abierta, vista cenital. PLATILLO: Galletas Rellenas de Ciruela Pasa, con ciruelas pasas sin hueso, jugo de naranja, harina de trigo integral, servido de forma apetitosa y natural"
garbancitos-en-salsa-de-tomate,almuerzo,receta-garbancitos-en-salsa-de-tomate.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Garbancitos en Salsa de Tomate, con garbanzos cocidos, tomate maduro grande, pimiento rojo, servido de forma apetitosa y natural"
garbanzos-con-pescado-blanco-y-tomate,almuerzo,receta-garbanzos-con-pescado-blanco-y-tomate.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Guiso de Garbanzos con Pescado Blanco y Tomate, con garbanzos cocidos, pescado blanco, tomate, servido de forma apetitosa y natural"
garbanzos-crujientes,colacion,receta-garbanzos-crujientes.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Garbanzos Crujientes, con garbanzos cocidos, cebolla en polvo, servido de forma apetitosa y natural"
gomitas-de-frutas,colacion,receta-gomitas-de-frutas.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Porción para llevar sobre servilleta de tela, presentación sencilla. PLATILLO: Gomitas de Frutas, con fruta dulce bien madura, gelatina sin sabor, servido de forma apetitosa y natural"
granola-casera,desayuno,receta-granola-casera.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Servicio matutino en plato infantil de cerámica crema, luz más clara y fresca. PLATILLO: Granola Casera, con frutos secos mixtos, avena en hojuelas, ajonjolí, servido de forma apetitosa y natural"
guiso-arcoiris-de-verduras,almuerzo,receta-guiso-arcoiris-de-verduras.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Guiso Arcoíris de Verduras, con zanahoria, calabacita, papa, servido de forma apetitosa y natural"
guiso-de-cerdo-con-papas-y-verduras,almuerzo,receta-guiso-de-cerdo-con-papas-y-verduras.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Guiso de Cerdo con Papas y Verduras, con lomo de cerdo, papa, zanahoria, servido de forma apetitosa y natural"
guiso-de-pavo-con-papas-y-verduras,almuerzo,receta-guiso-de-pavo-con-papas-y-verduras.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Guiso de Pavo con Papas y Verduras, con pavo, papa, zanahoria, servido de forma apetitosa y natural"
guiso-express-de-frijoles-y-platano-maduro,cena,receta-guiso-express-de-frijoles-y-platano-maduro.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña, ambiente cálido de cena. PLATILLO: Guiso Express de Frijoles y Plátano Maduro, con frijoles negros cocidos, plátano maduro, tomate, servido de forma apetitosa y natural"
hamburguesa-de-salmon,almuerzo,receta-hamburguesa-de-salmon.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Hamburguesa de Salmón, con salmón fresco, pan molido, mostaza, servido de forma apetitosa y natural"
hamburguesa-superpoderosa,almuerzo,receta-hamburguesa-superpoderosa.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Hamburguesa Superpoderosa, con carne de res molida magra, zanahoria, pan molido, servido de forma apetitosa y natural"
hamburguesas-de-lentejas-y-papa,almuerzo,receta-hamburguesas-de-lentejas-y-papa.webp,1:1,"Fotografía gastronómica apetitosa y realista de comida para niños, servida sobre mesa de madera clara, luz natural suave de ventana lateral, ángulo cenital a 45 grados, fondo cálido neutro ligeramente desenfocado, props mínimos: servilleta de tela en tono verde manzana o menta y cubierto infantil, porción de tamaño infantil, colores naturales vivos del alimento, aspecto casero y fresco, sin manos, sin personas, sin texto, sin letras, sin marcas, sin empaques comerciales. Plato principal servido en plato infantil de cerámica crema, porción pequeña. PLATILLO: Hamburguesas de Lentejas y Papa, con lentejas, papa, zanahoria, servido de forma apetitosa y natural"
